Comment_ID,Campaign_ID,Comment_Text,Sentiment,Sentiment_Score,Likes,Engagements
27e9320e-3970-4dcf-b4a5-94c7369430d3,C245,I\u2019m going to the Foo Fighters concert on the 13th of December at the Bell Centre.  And the band\u2019s new album is out October 11th!  I\u2019ll be there\u002c,Negative,-0.126,10,4
e1c4c901-a6bd-4d41-a5c3-277080ee09a8,C245,"""""""""It is just a shame, but the 1st time I\u2019ve sat through an episode of the Big Brother show and watched a lot of Sharknado. Now that it's on Netflix I\u2019m a fan.""",Negative,-0.2617,10,5
5e117d6a-83a4-4af1-99c7-2a7141c121a4,C245,,Neutral,0.0,18,39
af042c2d-998b-4693-93ff-e91d16a696d1,C245,,Neutral,0.0,12,50
cd3c1317-956c-4a72-b721-86543767e99e,C245,,Neutral,0.0,5,27
c3d3492c-cf66-44f1-915c-68d94448a48b,C245,,Neutral,0.0,19,35
4a48da1f-72fe-4eeb-9b2f-bd519f205caa,C245,,Neutral,0.0,20,41
7a975f7b-91c0-4fe2-8703-10f2690387e7,C246,The best way to win tickets to see Iron Maiden this Friday is to win tickets to see The Rolling Stones live on Saturday at the MetLife Theatre!,Positive,0.92,13,21
d34e2611-9246-4ef2-a19b-c15cf3f0a4ad,C246,"If you haven't heard of the Iron Maiden video, you may want to get it to see them on October 2nd.
@user @user",Positive,0.0772,17,9
9d415f14-f643-4eed-88b5-78975e3a8193,C246,"If the #Bills are able to keep their top offensive line and tight end Josh McCown healthy, it may be time for a 1st round pick to join the team.  #Bills #Bills
""#NHL: Pittsburgh",Positive,0.4019,13,25
60486f72-7b4e-4b42-ba37-16829218fe56,C246,"I'm going to the @user concert tomorrow.  The best concert I've ever been to is at the @user concert on Saturday.  This is my 1st concert in a row.
""I may not be a fan of the",Positive,0.5003,0,16
c52da0cc-0f5c-41b8-acd8-7d2eafb85a51,C246,"""""It is a shame that Niall is back with a new album tomorrow, but he is the best singer in the world""""  """"I think I'll listen to his new album""""
""Caitlyn Jenner may be in a coma",Positive,0.6956,3,0
5d52f33d-9007-41a9-a728-6f2d976168f9,C246,"@user @user @user @user  I have been hearing about the @user &amp; @user video """"""""""The Secret Service"""""""""""" for the last 7 hours.""
""The best thing about @user is that they are",Positive,0.6369,12,4
6ce881f7-3962-4a13-b2a6-90c486301eac,C246,I\u2019m going to have to make a long rant about my Sunday morning.,Negative,-0.34,0,1
6f63d52b-a011-4cb7-8aef-9ee563c0ea92,C246,"I was just reminded that I'm going to be at the U2 concert on the 16th of July  (if you're not in the UK then you're missing out on this concert)
I\u2019m going to be at the",Negative,-0.296,3,8
817b8ff2-7cbb-4e35-a9a0-7e71a9e89894,C246,,Neutral,0.0,7,23
45b08447-969c-4046-8e1f-8af5a2fae8e5,C246,,Neutral,0.0,10,14
cc67ff94-289e-4b23-a506-7662dcad8ced,C247,"#Nigeria will not be hosting the upcoming FIFA World Cup.   #Nigeria, Brazil, and Colombia have their own host nations on Sunday.   #Nigeria
""Tomorrow is the day of the Great Pride Parade",Positive,0.7579,8,98
7d95a965-7dba-4746-8ca2-f1d4c268eced,C247,"If you like to talk about the 3rd person, I\u2019m going to be there for you tomorrow\u002c and I\u2019m going to be there for you on Friday.
""I may be the only one",Positive,0.3612,23,36
e1875dbc-4b72-4586-be65-6e0b1d0abe51,C247,"I may or may not have to watch the Twilight movies tomorrow.  It's like the Twilight franchise is being watched, so I don't want to watch the movies.  It's just a movie with a Twilight episode.  #Twilight",Positive,0.2499,39,14
b02f948f-c8e5-4c0e-bfb0-6b5cf23f7d39,C247,This is a very good day.,Positive,0.4927,27,67
434351bc-7dab-4df7-aa4b-6f9ccb31d2a7,C247,"#Nike's new Nike Flyknit (4.5mm) is the best fit for your style.  It's made of a soft, comfortable material with a stretch-fitting rubber sole.  It's made of a leather with a",Positive,0.875,11,88
c63d45a8-9903-4109-adae-3a1b0280c5d0,C247,"""""""""I don't know how to explain why I'm so upset about the fact that Frank Ocean's album is on sale today.  I'm soooo upset that I'm not even going to see it tomorrow.""
""When I was a",Negative,-0.7739,10,17
e36d6424-0224-4d05-9aae-041f1323d744,C247,"I want to see a 1st grader walk into a Starbucks and ask a random question.  I don't like this question.  I don't want to hear about the 1st grader.
""If you're like me, you",Negative,-0.3859,3,20
dd153557-95b7-41c2-b7f1-f6557fbdbc6f,C247,"I am not a fan of the @user and @user are the same person.   #MTVStarsHipHop is the only thing that is relevant to me right now.   #MTVStarsHipHop
The 2",Negative,-0.2411,8,12
4aad0cc1-8fc8-4ef2-8259-cb71473a0f8e,C247,@user @user,Neutral,0.0,9,37
682eb495-e2ad-4cef-a456-eed63d96d384,C247,"I may or may not have just read """"Bad Blood"""" but I'm still the only person who doesn't know how to get in shape to run for president.   I'm gonna be in this race for president at some point soon.",Neutral,0.0,11,49
26fa4b8e-e1fc-49df-b642-3600169c1e20,C248,"If you are planning on watching Iron Maiden on the 21st, you may want to watch this:
""I'm going to the Iron Maiden concert tomorrow, I'll have to go to the concert on Friday, I don't know what time I",Positive,0.0772,47,16
19c29ade-9191-4b91-8af4-c0a882c10086,C248,The Foo Fighters are the 2nd best performing band of all time.  The Foo Fighters are the 2nd best performing band of all time.,Positive,0.8402,29,59
417cd2bd-4273-4e00-8fe8-32c8dffed7ba,C248,"I'll be at the @user event on Friday in New York City with my favorite guest, @user (who will be speaking).",Positive,0.4588,31,97
ea6caf44-258a-4a76-836f-0f034c357ee7,C248,"This is the first time I'm going to see a Thor movie on Saturday and I'm so excited for that.     #ThorMovie #ThorMovie
""Tomorrow is the 1st day of school. Tomorrow is the 4th day",Positive,0.4795,25,80
1620f6d3-1c27-4e6f-a543-3fd59dfa18db,C248,"#FashionWeekends   I'm going to see Madonna and Kanye West on Saturday night.   #FashionWeekends   I love you!
""RT @user @user I'm going to see Kendrick Lamar on Saturday night",Positive,0.6696,8,11
1fadfdab-db64-48ac-9b02-8de4092ca84a,C248,"#USOpen is now the #1 Open Championship in the world.   #USOpen will be the best Open Championship in the world in the 1st half of the year.   #USOpen
@user @user  I'm",Positive,0.875,21,35
02dde85a-a118-4128-b29b-66055cbcf500,C248,"If you're like me, you may have a problem with this.  We all know that Amazon Prime is a good thing, but why would you be so upset about it?     #AmazonPrime
""#IWillNotBe",Negative,-0.5186,9,14
e79bffd9-f9ff-4c1f-85c8-91bc0827649c,C248,It's not like the #SummerSlam is the last time I'm going to watch the same show.  I know it's the last time I'll watch the same show again.    #SummerSlam #SummerSlam,Negative,-0.2755,3,20
db599561-a2e2-458c-8cce-c7a886417400,C248,"""""I may be a racist but I'm a white woman""",Negative,-0.3612,10,11
be14765c-c878-423c-8052-73bbc8a070dc,C248,"#Greetings, The Internet!",Neutral,0.0,20,39
189201bf-954b-4d5c-96e9-67fd5b0b1053,C249,"I'm going to the movie on Saturday night. It's gonna be so much better than the movie.
""#MGM, the new Big Brother game, is out tomorrow, and I'm excited to see it. I can't wait to",Positive,0.6786,43,35
c6020b64-da3c-46e3-86e4-eb23513d4694,C249,"I am going to see the new Batman and Robin movie tomorrow and I'm going to have to watch the movie on my phone
@user @user @user I have the new movie on Netflix tomorrow. I'm going to see it with a friend",Positive,0.4939,17,47
912c8172-cb07-426a-bb2a-f948ce956acf,C249,"""""I want to see you guys on Friday, but I just can't afford to be here tonight. I'm going to see you at the theater, but I'm not going to see you at the concert. I'm going to see you at",Positive,0.0387,33,32
05139afe-afef-46e9-bae6-30e192249682,C249,#Finnish_Cant_Be_Satisfied is my #1 song for the 1st time.  It was written by Justin Bieber.   I have to say it is one of the most beautiful songs ever written.,Positive,0.6361,48,19
e28b3217-2114-4f65-8778-cb881622bb6e,C249,"I'm so happy to see that the #B2B team is on the way to Toronto tomorrow. Tomorrow will be the last day of the season for the #BlueJays.    #B2B #BlueJays
@",Positive,0.6115,16,32
461cbcde-f64f-47aa-9c30-90d4904e8712,C249,"I\u2019m excited to see you at the VMAs on August 22 at the G-1 Center for the Arts! Come out and enjoy a free tour of the campus!
@user Hi there.  It\u2019s",Positive,0.8585,37,25
58fab8ee-b7f7-424a-8025-bfa3271ab8b0,C249,"I'm going to see Frank Gifford tomorrow at the Foo Fighters show in Dallas! #FrankGifford
@user I don't want to know the answer to the question, but I think I may have the answer. You have your",Negative,-0.1288,6,1
6857930e-b307-4075-bc21-ef0a882ad38b,C249,,Neutral,0.0,15,22
b5786fcb-fe5d-4cac-b53b-f3138e5c8841,C249,,Neutral,0.0,19,21
7b63dc8f-1d3c-4fb8-8d8a-922d28e936d9,C249,,Neutral,0.0,6,15
f4e213ba-4c0f-49bc-94c6-7787e7c03875,C250,I\u2019m going to have a good time at the Red Sox game tomorrow.  I\u2019m going to be at the White Sox game tomorrow.  It\u2019s like I\u2019m going to be on,Positive,0.6597,42,42
3945aa59-ab00-4267-bbe1-623e4654d4f5,C250,"""""If I have to do something, I want to be there, and if I don't, I can't do it, it's not me.""""""
""C'mon guys, it's Friday. I can\u2019t wait",Positive,0.0772,5,52
f943d4c9-0bec-49e8-b012-e5ab0a26e73a,C250,"#Babysitting is the best way to be a good friend #Kanye West
""So I\u2019m going to get to see Paper Towns tomorrow night.   I\u2019ll be in a little bit of a",Positive,0.8834,34,100
9d930b1b-48a4-443c-8325-f479b14777a5,C250,"If you have a ticket for Friday\u002c you may as well buy one for yourself.  Don\u2019t forget to register for a free Event\u002c at 7:00am on Saturday at the @user
@",Positive,0.5423,14,15
cae3c23f-4d4b-4768-aa04-8610fc51942c,C250,"I\u2019m going to the @user concert on August 6th, and I\u2019m gonna be at the Red Bull Arena in Austin.  That\u2019s the last chance to see the band.  It\u",Positive,0.25,14,51
bc9d2590-7a09-4eea-b1bb-92406b1bae7e,C250,"""""""If the NFL doesn't pay the players, it's going to be a long road to the playoffs. But I'm excited for the playoffs. #NFL #NFL #NFL #NFL""
@user @user @user @user @",Positive,0.502,43,16
0e985d8a-c666-46a7-9cd1-ead27a0d9485,C250,"The @user vs. the @user match is going to be on the 12th and the @user vs. the @user match is on the 17th.
""I may not be the best person, but I am the best coach.",Negative,-0.7741,10,19
fb54482f-988e-42cc-b409-f5eceb98f757,C250,"If you think the 1st place in the 4th round is over, you are wrong.  You are right about the same thing as me.  #Rousey #NXT #TheOpen
@user @user @user",Negative,-0.4767,10,9
ea4f3c22-df5b-46a8-adfb-5bf46744c9d7,C250,,Neutral,0.0,17,41
ec23b654-63ee-4b11-815a-b080ff928671,C250,"If you have a ticket for Friday\u002c you may as well buy one for yourself.  Don\u2019t forget to register for a free Event\u002c at 7:00am on Saturday at the @user
@",Positive,0.5423,40,55
2a15154d-cbf4-42d3-a370-a50cbc5e0c5f,C251,"We're going to be hosting the #Cubs game on the 7th.  We're going to have a lot of people who are ready to make the trip to the park for the game.  We have a lot of food, great food",Positive,0.765,9,100
1b1e93ed-f4cf-46de-9de7-8b0da4e5268d,C251,"I think we may be heading into the sun tomorrow.  I don't think we're going to see the sun as much as we did last night.  I'm still so tired.
""The 2nd best thing about the NFL is the",Positive,0.1176,25,77
d8ff17fe-0ba0-465a-89ed-58bd1840ad69,C251,This is one of the things that I\u2019ve always loved about the Harry Potter series.,Positive,0.5994,19,33
0e265957-e7e9-4823-afcc-aa1fffd9eb12,C251,I\u2019m going to see Jurassic World on Saturday\u002c and I\u2019ll be hooked.  I\u2019m going to have a ton of fun.  I\u2019ll be in the theater all,Positive,0.5106,38,18
a8a05b0c-022d-4bd5-bfee-b48ae241a2c6,C251,"I can't believe I just saw the movie Jurassic World. It\u2019s like the 1st movie of the year.  I\u2019m so excited to see it.
""I want to see @user on Saturday, I",Positive,0.711,37,30
81124399-3a88-42e7-abc6-690b94d6b47f,C251,"#1 - The 4th of July is National Hot Dog Day, so it's going to be a great day!
I'm going to the Dunkin tomorrow at the VMA!
""I'm so excited for tomorrow, but I'm",Positive,0.636,31,79
7aa4cc26-a656-4b9a-8c60-da6cddf98809,C251,I'll be in a little bit of trouble tomorrow\u002c so go get on the phone with me!,Negative,-0.4075,8,12
02605e2d-5701-4fe5-937b-cc04a5da99aa,C251,"The 1st time I saw Frank Ocean was on Friday night at the Rodeo in LA.  I'm not going to watch it again until I've seen him for the first time.   #music
@user @user I have",Neutral,0.0,4,27
7014b0ea-db9a-478f-9db6-5869eea6c83a,C251,,Neutral,0.0,9,18
e08b74bb-b3df-4308-98a5-5e72a7c83e16,C251,I\u2019m going to see Jurassic World on Saturday\u002c and I\u2019ll be hooked.  I\u2019m going to have a ton of fun.  I\u2019ll be in the theater all,Positive,0.5106,47,52
8ef83271-1f6a-4c5a-b03e-9b62352e5114,C252,"""""Why do you think it's okay to be so excited about David Beckham and Kanye West's wedding """"
""We will see how the new Nike Fuel Cell 2.0 is performing in the sun, but the new Nike Fuel Cell 2.",Positive,0.3629,26,56
4ae7ddf0-68a7-4acd-b8dc-adc134b146b7,C252,"""""I\u2019m ready for this: """"Happy Saturday.  Come join me at the New York City premiere of The X Factor on Wednesday, September 25 at 8pm!",Positive,0.6114,23,37
c05fb738-dd33-4db8-a3bc-e470a2483526,C252,I\u2019ve got a feeling that the Sun will soon announce a new Sun Calendar for the iPad.  I\u2019m not a fan of the new Apple TV.   I\u2019m just glad it's still on,Positive,0.3691,44,77
5a860a98-a45b-41a1-bc8e-f105577a368f,C252,"The #Brock Lesnar fight tonight at UFC 182 was a very good fight.  Brock Lesnar was in the ring with a very strong opponent.  He\u2019s a champion.  We should have won it.
I think",Positive,0.742,35,81
4a855d57-df9c-41bd-ae41-87a636eae2d1,C252,"If you are a fan of the New York Knicks, the Knicks may be your new fan.  You may have a bad habit of tweeting about Knicks.  #NYJ Knicks
@user @user @user @user  I have to admit",Positive,0.2263,46,11
682e3e86-0938-4514-8184-52e49126523f,C252,"A recent CNN poll found that only 5% of Americans think it's okay to vote for a Republican.   But the poll also found that only 15% of Democrats believe it's okay to vote for a Democrat.
@user @user I",Positive,0.4215,12,95
0b2fd833-2628-49bc-a565-28d6356e68c7,C252,"""""I\u2019m not the only one who thinks this is a bad idea.",Negative,-0.5423,5,14
1b327791-bc5c-4c55-aca9-e56f17a741ca,C252,,Neutral,0.0,9,46
358f5463-014c-47e7-81cb-52911e29394b,C252,I\u2019ve got a feeling that the Sun will soon announce a new Sun Calendar for the iPad.  I\u2019m not a fan of the new Apple TV.   I\u2019m just glad it's still on,Positive,0.3691,44,89
288c243d-96b7-4ebf-90c8-b2b2a3a7fb15,C252,"The #Brock Lesnar fight tonight at UFC 182 was a very good fight.  Brock Lesnar was in the ring with a very strong opponent.  He\u2019s a champion.  We should have won it.
I think",Positive,0.742,20,15
c46424c1-10f8-4df2-805a-39fe6c8f42eb,C253,I'm going to get to see the new David Bowie album on the 10th.  I don't want to miss it.  I'm a huge fan of Bowie.   And I can't wait for it to come out tomorrow.,Positive,0.5889,10,12
b28ed593-38c1-4337-9422-76727174da09,C253,"I was going to see the Jason Aldean concert tomorrow  but I didn't know that it was coming to my hometown.  I'm like, """"I wanna go to the concert with you, but I can't go to the concert with",Positive,0.5023,3,12
3301afd8-89f0-4704-bcfc-d487a52e62a5,C253,"#toyota #livesmatter
""I\u2019m so excited for the new @user release on November 8th, the new Apple Watch, and the new iPad Pro. I\u2019m going to be so much happier",Positive,0.7779,8,17
5f887a10-82dc-46e9-acb1-0047fc4fc7fe,C253,"I want to see a show tomorrow night!  @user @user @user @user @user @user @user @user @user @user
@user @user @user I think the sun will be shining in the sky for a good",Positive,0.5411,9,0
43e322f5-c313-467a-84ef-d219024fa3e0,C253,"""""""""#Cate Blanchett is the best actress in the world, she's a real star.  If you want to make money tomorrow, go see her.  """"""""""""""""
""I'm going to the Golden Glob",Positive,0.6705,16,26
8afa62bb-7a65-497d-acdf-b3f899ec3901,C253,"The new episode of the new series of the show is Thursday night.  This is the show.  I have a feeling it's going to be a good show.
I'm going to have my 5th birthday tomorrow, so I'm",Positive,0.5267,11,16
7db620fe-bd0b-4c50-af38-b3b2fb6f41cc,C253,"This is my 5th time getting to watch Sharknado 3 and the 3rd time I saw Sharknado 2.   I just saw this movie.  I may not like it.   #Sharknado3
The",Negative,-0.2755,8,14
f4de98b7-2c80-4c81-a34a-7833a150e910,C253,,Neutral,0.0,17,7
367017f0-301a-45cc-bc4d-2fd01366d8ec,C253,,Neutral,0.0,11,46
090dc1b5-d7b8-4fc4-a98f-2ed475ae6848,C253,"#toyota #livesmatter
""I\u2019m so excited for the new @user release on November 8th, the new Apple Watch, and the new iPad Pro. I\u2019m going to be so much happier",Positive,0.7779,6,10
281104c3-e632-445e-8973-a2432029fd3f,C254,"@user @user @user @user @user @user @user  I think I may have a few more followers than you but I am still waiting for someone to join me on the #MTVStarship
""It's just another day",Positive,0.4215,37,20
c48c5788-0e88-4812-8d50-36104f6265ba,C254,"See the first of the new products from Apple Watch on the site.  We're on #Apple Watch here!
""Happy Monday, @user  you have a great Monday! #HappyBirthdayDay, #HappyBirthDay #Happy",Positive,0.855,11,31
b2295ef4-ab30-4e3e-b152-897c4cf5a9ee,C254,The new Apple Watch may be a little too big for Apple's own liking.,Positive,0.4019,39,78
35033927-2428-4698-b7a9-6e85d3c0390a,C254,This is the best day of the year for @user,Positive,0.6369,5,90
e989fe1f-1ede-4fec-a8e1-a6039a0d56c7,C254,"@user @user @user @user  """"""""I'm going to be at the Paley Center on Saturday.    I'm so excited!   I'm so excited to see how you dress and dress and dress, and I",Positive,0.7597,9,36
99bac6a5-7eb2-4427-b4e2-83ea02b3cc1b,C254,"""""""""The latest trend for the day is the 'Made in India' product line.  We are excited about it, as well as the trend for the day is... #MadeInIndia""
""The NFL may be the most valuable league",Positive,0.7841,47,90
743a2722-ed38-4bba-9624-cae1ec6764d2,C254,@user,Neutral,0.0,8,48
bfccf6ec-2cbf-4713-bdab-e6340852a665,C254,@user,Neutral,0.0,15,11
fdb480d5-f103-40ed-a284-f630abacb83d,C254,This is the best day of the year for @user,Positive,0.6369,18,78
0cf27c5e-8710-4e1d-a48e-32f9efc11824,C254,"""""""""If you're looking for a way to buy a iPhone X, you're going to have to make a purchase from Apple.""""""  #Apple #Apple #Apple #iPhone #iPhone #iPhone #iPhone #iPhone #iPhone #iPhone",Neutral,0.0,15,46
f5df537a-01f1-4b1d-83a6-65fdf8461c64,C255,"I've been watching Sharknado 3, and I've got a lot of ideas for a movie.  I'm not going to get one yet, but I have a lot of ideas for movies.  I want a movie about Sharkn",Positive,0.1154,9,97
6285848f-3350-4d31-9aad-08ee806968aa,C255,"""""""""Watching """"Iron Maiden"""" for the first time today, but I still don't think it's the best song of the year""""""""""""
@user  I've got a good feeling this weekend is gonna be the best day of",Positive,0.9595,14,13
83a4deeb-9241-47e9-8b70-9fbba3cf7a67,C255,We are going to be taking a short break from the Iron Maiden concert tomorrow\u002c so that we can take a break from our long day of work so we can focus on the new album.  I'm excited to be back in the,Positive,0.34,34,52
7e9ba4a9-3279-4452-9bd2-3d72ac7d3cb2,C255,"I was really excited to see Thor, Hulk Hogan and Seth Rollins fight tomorrow night on @user @user  #RAW #RAW #RAW
@user @user @user @user @user @user @user @user @user @user @",Positive,0.024,7,21
3ce7dc34-05fb-4ec7-bca8-957cf2fd7d31,C255,"I think it's time to take a break from eating the Kardashians.   They're just making me feel like a jerk.  I'm not a Kardashian anymore.   #sunday
@user @user @user @user",Positive,0.0258,9,16
f48da9b3-219f-4331-ab71-6f7d7a921277,C255,"We're going to be watching a lot of The Big Bang Theory tonight.   I'm sure it'll be a big show.     #GoGays #Facts #Hottest
""Caitlyn Jenner may be a",Positive,0.3182,16,42
b5f34209-0c9d-40fc-a688-bbaf099cb765,C255,"A photo of the new Foo Fighters concert on Friday with the band.  I\u2019m actually just sitting down with Foo Fighters in the sun and watching the sun rise and fall!
""Kanye West and Beyonce are coming to LA",Negative,-0.1759,8,2
2e48e063-2254-48cb-afb5-e0de917a6645,C255,,Neutral,0.0,20,19
56cc5b43-adbf-4740-8bb3-ccc48b739340,C255,I'm going to see Ice Cube at the Red Sox game tomorrow.,Neutral,0.0,10,31
c0fc224e-7b74-4043-a42e-e3536698184d,C255,"I was really excited to see Thor, Hulk Hogan and Seth Rollins fight tomorrow night on @user @user  #RAW #RAW #RAW
@user @user @user @user @user @user @user @user @user @user @",Neutral,0.024,14,33
70e2f618-53e6-4759-b904-acadd08d1481,C256,"@user """"I'm a huge fan of your show, and I've been watching it for a long time. I just wish you didn't make the mistake of trying to do it all the time.""""
""I'm going to see Ant-",Positive,0.8093,45,61
cbf26990-9c50-47d7-a01f-3cee4a7dccf7,C256,"We are happy to announce that we are going to the 4th Annual Iron Maiden Festival in Milan on August 4th! #maidenfestival
I'm gonna have to wait until Thursday to see Paper Towns for the 3rd time
""I",Positive,0.8016,32,50
8fdc2b06-1afc-4d54-9d3a-cbe247fe29e3,C256,"@user @user @user @user  I really hope the 1st is a good one.
""Tomorrow, I'll be on a Wednesday, and I'll be on a Friday, and I'll be on a Saturday, and I'll",Positive,0.7264,6,59
0709bdb5-51b3-41a2-ad8f-995219641297,C256,"""""""""I am so proud of @user for being the 2nd most popular song in the US after """"""""""""Lil Wayne""""""""""""""""""""""
""RT @user @user The sun may have risen above the clouds, but the",Positive,0.5487,48,25
b67249a4-f7a7-465e-8452-0303d9b058c5,C256,"""""I've been reading a lot of """"""""The Lord of the Rings"""""""""""" books, and I'm not even sure why I haven't read """"""""The Hobbit"""""""""""""""" yet.""
@user I'm glad that you were",Positive,0.2589,39,10
0391742b-d5d2-4a7f-9a4f-e722e07cafd1,C256,"The fact that I'm in my 30s and I'm still doing it because I'm not into the Iron Maiden thing is a blessing.
""The sun is shining brightly in the eastern horizon, but it is not shining yet. The sun is",Positive,0.431,46,89
ef297cae-5a47-4806-81c8-8c8f456741df,C256,The BBC has been accused of having a bias against Muslims.,Negative,-0.3818,1,18
86dc61cd-d66f-4e68-ae92-b9ce1983da95,C256,,Neutral,0.0,3,49
533d7dc7-03e6-4349-adca-4ea8664fbe0b,C256,"We are happy to announce that we are going to the 4th Annual Iron Maiden Festival in Milan on August 4th! #maidenfestival
I'm gonna have to wait until Thursday to see Paper Towns for the 3rd time
""I",Positive,0.8016,9,55
77d37ccb-4536-4522-9409-84283d776741,C256,@user,Neutral,0.0,18,11
5f07e8f2-78f0-40d4-96af-9790f7ca7d05,C257,"I am having a party tomorrow and my mom is asking me how I am doing so I can give her a hug and tell her I'm going to see her tomorrow.  She just said """"You have to be kidding me""""
""I",Positive,0.7351,23,97
adcd4d8c-a456-4eb2-8f3f-a0bacb1dac10,C257,#Gymnastics #WWE is the 1st #MMA event in the history of the sport.  It was a great show with incredible talent. #WWE #WWESports #WWE #WWE #WWE,Positive,0.7845,24,87
432a9dd5-40ae-4cbf-a920-7d9a16de95de,C257,"#FashionDay is coming up on September 26th,   it's a great time to be a part of the fashion industry.",Positive,0.6249,10,46
ee9c4f16-a212-4b62-a520-76244f0e58e2,C257,"@user I\u2019m going to have to make the best of it, I\u2019ll make it better tomorrow!   #tweet #Tiffany
@user @user I\u2019m going to watch Jurassic",Positive,0.8122,33,58
13c3bb33-a949-44f4-8678-6f66a27d94a7,C257,I'm going to the Foo Fighters concert on Monday night and I'm gonna be so excited.  I'm gonna be so excited!  I'm so excited for my new TV show.   I'm so excited for the show!,Positive,0.9161,30,94
79d324e7-09f8-451e-9c42-d7bd979645e9,C257,"The world is getting ready for the new Naruto movie.  If the 1st Naruto movie is released tomorrow it will be the greatest film of all time.   #Hannibal
@user @user @user  I'm going to be",Positive,0.7717,6,70
ad88982f-b42a-4509-b8d4-6bb1b295ee4d,C257,,Neutral,0.0,7,39
b8171a38-a9a6-448d-9603-897aed945b21,C257,"@user I\u2019m going to have to make the best of it, I\u2019ll make it better tomorrow!   #tweet #Tiffany
@user @user I\u2019m going to watch Jurassic",Positive,0.8122,19,27
fa58055f-5f6b-4360-a57c-f06e0a2db784,C257,I'm going to the Foo Fighters concert on Monday night and I'm gonna be so excited.  I'm gonna be so excited!  I'm so excited for my new TV show.   I'm so excited for the show!,Positive,0.9161,30,79
f7cb9e41-5feb-47ee-9f95-b92915ba3006,C257,,Neutral,0.0,11,45
7473e35c-04bf-4914-877d-dcbbdfeb7d8d,C258,"The New York Giants' offense may have been a bit too good last night.  They went with a 4th-and-1 in the 1st.  That's a nice way to start the game.
""#NFL: Tom Brady",Positive,0.5719,14,48
b9e4ad58-66db-49a6-803f-f6b42140488c,C258,"If you don't know what I mean by 'immoral', then you may as well know that the IRA is NOT the IRA.",Positive,0.2732,48,92
1179876a-d1fb-444a-a91c-443e22f1fa79,C258,"@user @user   I may have to do a bit of work to get my hair done this week but I\u2019ll be happy to work tomorrow.
""The New York Knicks' 3-0 win over the Miami Heat on",Positive,0.9052,28,11
7f8c813f-f091-459d-bd77-dc08d2469779,C258,"I have a feeling that the 2nd episode of """"""""""""""""The Vampire Diaries"""""""""""" will be on Netflix on January 9th. I can't wait to watch it.
@user @user @user @user @user @",Positive,0.128,40,81
777f5f3b-0845-4cbe-8940-3f668c3edced,C258,"We\u2019re seeing the first trailer for the new movie, Star Wars Day.",Negative,-0.5574,2,3
61e4115b-11ff-43bb-9e19-d29b371096d0,C258,"I have to remind you that the 1st Star of the Sun,  is """"the Sun of Israel"""" (I may have lost it).   The Sun of Israel is the sun of Israel.",Negative,-0.3182,0,0
53c2a577-badf-4ba1-a4f2-c876c5cc046b,C258,I'm not sure how much the Knicks will spend on their new Carmelo Anthony contract.   Knicks will have to spend more on the Nets' defense in order to make room for the Knicks.    I'm not sure if this,Negative,-0.3451,9,19
f5dcc740-04bf-4e62-aaf3-3804634bff1d,C258,,Neutral,0.0,14,39
79d8519e-30ff-4958-882b-327866556201,C258,,Neutral,0.0,19,10
c159722b-94f0-4d54-8c27-a4e32128aee8,C258,,Neutral,0.0,11,18
71f2f9df-9a71-400c-ad58-40db0b3bfc97,C259,"The @user video is the 1st one I've seen of them (I'm actually quite excited about it), I think it may be the best thing I've ever seen.",Positive,0.7841,27,37
5bdec820-c53e-4cdb-a313-71ca68a9ea9a,C259,"I may be biased, but I am still in love with the 2nd verse of David Bowie.  I may not agree with the lyrics, but I love the album.
""#EidEid: The New York Times (Jan 21",Positive,0.8856,31,92
d56b2a15-6d9d-4e03-9f1e-f40808fa871e,C259,"""""My life is changing, I can't believe I'm seeing Niall &amp; Drake all day today! I'm literally literally in my 4th year of college.  I'm just like the 3rd year of my life, but",Positive,0.2598,37,28
d733961a-b9b6-40f1-a3d0-959ded142cf6,C259,The 4th Annual Gaijin Festival of Lights and Sounds is coming to the Dallas area on October 6th.,Positive,0.4939,15,33
4a29d579-e257-4bb6-8e92-c0173bb2f74f,C259,It's been a long time since I have written an article about how the UFC will be able to beat Rousey.   Rousey's win over Holly Holm was the 3rd straight UFC title and she will be the last woman to,Positive,0.6908,19,88
466d251e-44f3-477b-8251-96f9e583e947,C259,"The fact that the NFL has decided to sign Dez Bryant on Monday is just the latest sign that the Steelers are looking to improve on their defense
@user @user @user @user @user @user @user @user I think it's",Positive,0.5267,21,34
eaa46876-1579-4024-b2d5-45c613977738,C259,@user @user @user @user @user  I think I may have made a mistake. I think I may have done a lot wrong.  I think I may have listened to the song about the day.  I just don't understand,Negative,-0.6705,1,5
feda75e1-1b1c-49d0-8869-779d102f1f09,C259,The fact that Kendrick Lamar is going to be on the cover of Rolling Stone is a little odd.  I'm not sure if he's gonna be on the cover of Rolling Stone.  It's a big deal.  #TheWrap,Negative,-0.4532,10,18
78988fa2-501e-43fe-b83a-9ff4ea1485d8,C259,"""""""""I\u2019m going to see Ice Cube on Monday.  I\u2019m gonna be so mad.  If I\u2019re in the house\u002c I\u2019m going to be crying about",Negative,-0.8029,0,17
3feb140b-e22f-4769-989a-64b782dc4d6c,C259,,Neutral,0.0,16,46
